2014-08-21 14:11:47,235 [ModalContext] WARN  o.e.m.i.discovery.MavenDiscovery - CatalogItem org.eclipse.m2e.discovery.lifecyclemapping.m2e-egit does not contain lifecycle mapping metadata
2014-08-25 11:09:11,772 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:13,028 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-25 11:09:13,029 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-08-25 11:09:13,032 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-25 11:09:13,032 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.gateway/src/test/resources
2014-08-25 11:09:17,997 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:18,029 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:19,098 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:20,385 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-25 11:09:20,388 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2014-08-25 11:09:20,418 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-25 11:09:20,418 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.usage/org.wso2.carbon.apimgt.usage.analyzer/src/test/resources
2014-08-25 11:09:24,689 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Manifest org.wso2.carbon:org.wso2.carbon.apimgt.usage.analyzer:bundle:4.3.0-SNAPSHOT : Unused Private-Package instructions, no such package(s) on the class path: [!*]
2014-08-25 11:09:24,689 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Manifest org.wso2.carbon:org.wso2.carbon.apimgt.usage.analyzer:bundle:4.3.0-SNAPSHOT : Unused Export-Package instructions: [org.wso2.carbon.apimgt.usage.analyzer.*] 
2014-08-25 11:09:25,901 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:25,903 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:26,645 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:27,193 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.equinox:org.eclipse.equinox.http.servlet:jar:1.0.200.v20090520-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:27,936 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-25 11:09:27,936 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.usage/org.wso2.carbon.apimgt.usage.publisher/src/main/resources
2014-08-25 11:09:27,939 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-25 11:09:27,939 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.usage/org.wso2.carbon.apimgt.usage.publisher/src/test/resources
2014-08-25 11:09:30,960 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:30,965 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:31,655 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:31,936 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.equinox:org.eclipse.equinox.http.servlet:jar:1.0.200.v20090520-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:32,623 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-25 11:09:32,624 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.usage/org.wso2.carbon.apimgt.usage.client/src/main/resources
2014-08-25 11:09:32,626 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-25 11:09:32,626 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.usage/org.wso2.carbon.apimgt.usage.client/src/test/resources
2014-08-25 11:09:36,635 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:36,638 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:37,309 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:37,489 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.equinox:javax.servlet.jsp:jar:2.0.0.v200806031607 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:37,733 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.equinox:org.eclipse.equinox.http.servlet:jar:1.0.200.v20090520-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:38,824 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-25 11:09:38,824 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.hostobjects/src/main/resources
2014-08-25 11:09:38,828 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-25 11:09:38,828 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.hostobjects/src/test/resources
2014-08-25 11:09:41,504 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:41,508 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:42,202 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:42,550 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.equinox:org.eclipse.equinox.http.servlet:jar:1.0.200.v20090520-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:43,292 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-25 11:09:43,293 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.core/src/main/resources
2014-08-25 11:09:43,296 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-25 11:09:43,297 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.core/src/test/resources
2014-08-25 11:09:46,875 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:46,878 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:47,546 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:47,928 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.equinox:org.eclipse.equinox.http.servlet:jar:1.0.200.v20090520-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:48,804 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-25 11:09:48,805 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.startup.publisher/src/main/resources
2014-08-25 11:09:48,807 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-25 11:09:48,807 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.startup.publisher/src/test/resources
2014-08-25 11:09:52,339 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.equinox:org.eclipse.equinox.http.servlet:jar:1.0.200.v20090520-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:52,981 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:52,984 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:53,634 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-25 11:09:54,975 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-25 11:09:54,976 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.interceptor/src/main/resources
2014-08-25 11:09:54,977 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-25 11:09:54,978 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.interceptor/src/test/resources
2014-09-08 09:28:58,815 [Worker-10] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:28:58,963 [Worker-10] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:29:09,564 [Worker-10] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:29:12,478 [Worker-10] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-09-08 09:29:15,853 [New I/O client worker #1-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.wso2.org/nexus/content/groups/wso2-public/org/wso2/securevault/org.wso2.securevault/1.0.0-wso2v2/org.wso2.securevault-1.0.0-wso2v2-sources.jar
2014-09-08 09:29:16,991 [New I/O client worker #1-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.wso2.org/nexus/content/groups/wso2-public/org/wso2/securevault/org.wso2.securevault/1.0.0-wso2v2/org.wso2.securevault-1.0.0-wso2v2-sources.jar
2014-09-08 09:29:18,036 [Worker-10] INFO  o.e.m.j.internal.DownloadSourcesJob - Downloaded sources for org.wso2.securevault:org.wso2.securevault:1.0.0-wso2v2
2014-09-08 09:29:22,166 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:29:22,167 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.api/src/main/resources
2014-09-08 09:29:22,173 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:29:22,173 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.api/src/test/resources
2014-09-08 09:29:23,967 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:29:23,967 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.keymgt.client/src/main/resources
2014-09-08 09:29:23,970 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:29:23,988 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.keymgt.client/src/test/resources
2014-09-08 09:29:31,051 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:29:31,082 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 11 resources
2014-09-08 09:29:31,205 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:29:31,213 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 16 resources
2014-09-08 09:29:32,395 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:29:32,400 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:29:33,551 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:29:39,541 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:29:39,577 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 11 resources
2014-09-08 09:29:39,581 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:29:39,582 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-09-08 09:29:40,504 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:29:40,509 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:29:41,971 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:29:45,603 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:29:45,609 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:29:46,313 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:29:47,287 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:29:47,288 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-09-08 09:29:47,324 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:29:47,324 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.keymgt/src/test/resources
2014-09-08 09:29:51,279 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:29:51,645 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:29:51,646 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:29:52,502 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:29:52,503 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-09-08 09:29:52,525 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:29:52,526 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.gateway/src/test/resources
2014-09-08 09:29:55,865 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:29:55,869 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:29:57,132 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:29:57,787 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:29:57,789 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2014-09-08 09:29:57,848 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:29:57,855 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.usage/org.wso2.carbon.apimgt.usage.analyzer/src/test/resources
2014-09-08 09:30:00,466 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Manifest org.wso2.carbon:org.wso2.carbon.apimgt.usage.analyzer:bundle:4.3.0-SNAPSHOT : Unused Private-Package instructions, no such package(s) on the class path: [!*]
2014-09-08 09:30:00,466 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Manifest org.wso2.carbon:org.wso2.carbon.apimgt.usage.analyzer:bundle:4.3.0-SNAPSHOT : Unused Export-Package instructions: [org.wso2.carbon.apimgt.usage.analyzer.*] 
2014-09-08 09:30:01,974 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:01,975 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:02,403 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:03,724 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.equinox:org.eclipse.equinox.http.servlet:jar:1.0.200.v20090520-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:04,329 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:30:04,329 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.usage/org.wso2.carbon.apimgt.usage.publisher/src/main/resources
2014-09-08 09:30:04,333 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:30:04,356 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.usage/org.wso2.carbon.apimgt.usage.publisher/src/test/resources
2014-09-08 09:30:07,389 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:07,392 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:07,929 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:08,175 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.equinox:org.eclipse.equinox.http.servlet:jar:1.0.200.v20090520-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:08,632 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:30:08,633 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.usage/org.wso2.carbon.apimgt.usage.client/src/main/resources
2014-09-08 09:30:08,636 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:30:08,636 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.usage/org.wso2.carbon.apimgt.usage.client/src/test/resources
2014-09-08 09:30:11,491 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
